mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.49146881103515627,0.2007304678490661,0.005092620849609375,0.0014057543007238006,{},0.8676,0.8526,0.8542,0.8582,0.8712,0.8607600000000002,0.007374984745746941,1
