mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5522275447845459,0.0517965353826315,0.007224225997924804,0.0014422700065432486,1,l1,liblinear,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.8678,0.8676,0.86,0.8618,0.8704,0.8655200000000001,0.003940761347760095,1
