mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.38321962356567385,0.1038936902343493,0.0036371231079101564,0.0004375453554449077,{},0.8676,0.8526,0.8542,0.8582,0.8712,0.8607600000000002,0.007374984745746941,1
